epoch,train_loss,train_acc,train_auc,monitor_loss,monitor_acc,monitor_auc
1,0.6935370178047441,0.5249343832020997,0.5123364795495944,0.6930182479148688,0.46511627906976744,0.4610389610389611
2,0.6774853111252072,0.5905511811023622,0.644394767345587,0.6828032898348432,0.5348837209302325,0.564935064935065
3,0.6713655010608863,0.6115485564304461,0.6534470386929403,0.6742140026979668,0.5581395348837209,0.5952380952380952
4,0.662921436815437,0.5800524934383202,0.6702544571397031,0.6698378255200941,0.5348837209302325,0.6125541125541125
5,0.6566506117347657,0.6194225721784777,0.6830325109013633,0.6660181131473807,0.627906976744186,0.6190476190476191
6,0.6507133893140657,0.6351706036745407,0.6990119777005022,0.6632893986480181,0.6046511627906976,0.6255411255411256
7,0.6452881399727869,0.6351706036745407,0.7114312524148589,0.6619974305463392,0.6046511627906976,0.6298701298701299
8,0.6388426972186472,0.6404199475065617,0.7278522934260638,0.6604163078374641,0.6046511627906976,0.6428571428571429
9,0.6345619537386056,0.6587926509186351,0.7387260583981895,0.6588508306547652,0.5813953488372093,0.6471861471861472
10,0.6285541957131834,0.6482939632545932,0.7490478556052327,0.6570571245149125,0.5813953488372093,0.6515151515151515
11,0.6183070235365019,0.6745406824146981,0.77739140034222,0.6561561476352603,0.5813953488372093,0.6515151515151515
12,0.6113307879665705,0.7007874015748031,0.7949163768835901,0.6556667643924092,0.6046511627906976,0.6493506493506493
13,0.6085215542573003,0.6876640419947506,0.7978418060385273,0.6543500811554664,0.6046511627906976,0.6493506493506493
14,0.6022631544766464,0.7165354330708661,0.8079152177512834,0.6542533539062323,0.6046511627906976,0.6515151515151515
15,0.5945510515390732,0.7191601049868767,0.8222111828669205,0.6523394418317218,0.627906976744186,0.658008658008658
16,0.5867706701511474,0.7427821522309711,0.833498923662858,0.6521518036376598,0.6046511627906976,0.6536796536796537
17,0.5806242901822087,0.7401574803149606,0.8429099740575151,0.6510037655054137,0.6046511627906976,0.6558441558441559
18,0.5751992054185843,0.7375328083989501,0.8449522547883204,0.650832052840743,0.5813953488372093,0.6645021645021645
19,0.5679009622476232,0.7690288713910761,0.8622288458354032,0.6500281220258668,0.627906976744186,0.6601731601731602
20,0.5623427150756355,0.7900262467191601,0.8750620963735718,0.6501524074133053,0.5813953488372093,0.6623376623376623
21,0.5507665734904332,0.8162729658792651,0.8971408069768726,0.6494548778201259,0.6046511627906976,0.6645021645021646
22,0.5446252725881542,0.8136482939632546,0.8958712811171828,0.6484939192616662,0.6046511627906976,0.6601731601731602
23,0.5404087126724363,0.8110236220472441,0.8940497874924104,0.647192521150722,0.6046511627906976,0.6601731601731602
24,0.5299238916144283,0.8346456692913385,0.9026328862394436,0.6469426321428876,0.627906976744186,0.670995670995671
25,0.5214247619073222,0.8320209973753281,0.9153833416128497,0.6464504904525225,0.6046511627906976,0.6645021645021645
26,0.5164501443309734,0.8320209973753281,0.9155765303306288,0.6458044232324113,0.5813953488372093,0.670995670995671
27,0.5031724999270101,0.8582677165354331,0.9253739581608433,0.6460021748099216,0.5813953488372093,0.6688311688311689
28,0.5006713172582191,0.8320209973753281,0.9210962079814539,0.6446792247683503,0.6046511627906976,0.6753246753246754
29,0.4903199877638829,0.84251968503937,0.9318871777888172,0.645166068576103,0.6046511627906976,0.6645021645021646
30,0.48070366762754485,0.8530183727034121,0.9356405585913783,0.6447940579680509,0.627906976744186,0.6774891774891775
31,0.46903858707332863,0.8582677165354331,0.9444168460561903,0.6441621530887692,0.6046511627906976,0.6774891774891775
32,0.4650245141482416,0.8530183727034121,0.9446928299387316,0.6440667828848196,0.6046511627906976,0.670995670995671
33,0.45619235217101933,0.8608923884514436,0.9448860186565105,0.6445428826088129,0.627906976744186,0.6731601731601732
34,0.4454508399556628,0.884514435695538,0.9515096318375006,0.6447514531224273,0.6744186046511628,0.6774891774891775
35,0.4362672866172991,0.8871391076115486,0.9590439918308771,0.6446988111318543,0.6511627906976745,0.6818181818181819
36,0.4323493644321372,0.884514435695538,0.9534139206270354,0.6448442838912787,0.6744186046511628,0.6818181818181818
37,0.4254805872759481,0.8713910761154856,0.9569465143235635,0.6457283385964327,0.6744186046511628,0.670995670995671
38,0.4174482022996337,0.9002624671916011,0.9610310757851741,0.6456815558810567,0.6744186046511628,0.6753246753246753
39,0.4118845431510545,0.889763779527559,0.9586300160070652,0.6466143269871556,0.6744186046511628,0.670995670995671
40,0.39733170626044584,0.905511811023622,0.9660815808356792,0.6471578464951626,0.6511627906976745,0.6774891774891776
41,0.39457807226443853,0.89501312335958,0.9669647292598113,0.6473482334336569,0.6744186046511628,0.670995670995671
42,0.38237843152106277,0.9002624671916011,0.9736159408290556,0.6477659330811611,0.6511627906976745,0.6731601731601732
43,0.3791247430279499,0.9002624671916011,0.9711596842744383,0.6480691654737606,0.6511627906976745,0.6731601731601732
44,0.3676292126572977,0.9133858267716536,0.9737263343820721,0.6493069931518199,0.6744186046511628,0.6774891774891775
45,0.3630332887329142,0.916010498687664,0.9758238118893857,0.6506302689397058,0.6511627906976745,0.6774891774891775
46,0.34945701528096135,0.9343832020997376,0.9820886460230722,0.6517744771269864,0.6511627906976745,0.6818181818181819
47,0.3417446959832209,0.931758530183727,0.9826130153999006,0.6531778851220774,0.6511627906976745,0.6818181818181819
48,0.3345478653438448,0.937007874015748,0.9833029751062538,0.6541232147882151,0.6511627906976745,0.6818181818181818
49,0.3287554639061605,0.9448818897637795,0.984241320306894,0.6557373626287594,0.6511627906976745,0.6753246753246754
50,0.32031413287002586,0.9422572178477691,0.9855936413313462,0.6573825700338497,0.6511627906976745,0.6796536796536796
51,0.3137871196733059,0.952755905511811,0.9867527736380195,0.6582891996516738,0.6511627906976745,0.6796536796536796
52,0.3087088755891705,0.952755905511811,0.9870839542970691,0.659554377544758,0.6511627906976745,0.6796536796536796
