epoch,train_loss,train_acc,train_auc,monitor_loss,monitor_acc,monitor_auc
1,0.6968276132463784,0.518324607329843,0.49184782608695654,0.6874562501907349,0.6046511627906976,0.6017316017316018
2,0.6667664506672565,0.6151832460732984,0.6643884497145367,0.6687660023223522,0.5348837209302325,0.670995670995671
3,0.6515057314752908,0.6596858638743456,0.7078941589811154,0.6635135980539544,0.6744186046511628,0.6948051948051949
4,0.6330195846357894,0.6989528795811518,0.7799462011418533,0.660345992376638,0.5813953488372093,0.6948051948051949
5,0.6175915736178453,0.7329842931937173,0.8345410628019323,0.6549708593723386,0.6744186046511628,0.7056277056277057
6,0.6051391459884444,0.774869109947644,0.8493357487922705,0.6486479279606842,0.627906976744186,0.696969696969697
7,0.589167275353876,0.7905759162303665,0.8821365832235397,0.6432023796924325,0.6744186046511628,0.7121212121212122
8,0.5758392002570067,0.8324607329842932,0.904891304347826,0.6408273134120676,0.7209302325581395,0.7186147186147187
9,0.5587602860016349,0.8298429319371727,0.9167490118577075,0.6355028623758361,0.6511627906976745,0.7186147186147187
10,0.5447426263574531,0.856020942408377,0.9220740008783486,0.632325200147407,0.6976744186046512,0.722943722943723
11,0.5277064139930365,0.8848167539267016,0.9466677646025472,0.6285601951355158,0.7209302325581395,0.7207792207792209
12,0.5146550907514482,0.8769633507853403,0.9494400527009221,0.6276200358257737,0.6976744186046512,0.7142857142857142
13,0.4972311731096338,0.8717277486910995,0.9571256038647343,0.6192411586295726,0.6511627906976745,0.7337662337662337
14,0.47989326933915705,0.8979057591623036,0.9670344751866491,0.6141287753748339,0.6976744186046512,0.7272727272727272
15,0.46454216329215087,0.9136125654450262,0.9691480017566974,0.6127765525219052,0.6511627906976745,0.7402597402597403
16,0.4498447434128267,0.9136125654450262,0.9738416776460255,0.6104044068691342,0.6744186046511628,0.7359307359307359
17,0.43141565226135453,0.9345549738219895,0.9835309617918313,0.6046347770580026,0.6976744186046512,0.751082251082251
18,0.41718540953091926,0.9319371727748691,0.9818291611769873,0.6003272630447565,0.6976744186046512,0.7445887445887446
19,0.40116277695950414,0.9424083769633508,0.9870169082125604,0.5980924270873846,0.6976744186046512,0.7445887445887447
20,0.3891773837087042,0.9528795811518325,0.98860891523935,0.592390448548073,0.6976744186046512,0.751082251082251
21,0.37032045665835833,0.9502617801047121,0.9878403601229688,0.5893892631974331,0.7209302325581395,0.7619047619047619
22,0.3578178684436838,0.9607329842931938,0.9904205094422486,0.587795055189798,0.7209302325581395,0.7575757575757576
23,0.3363010182742673,0.981675392670157,0.9934672815107597,0.5836146182792131,0.7209302325581395,0.7554112554112555
24,0.32498200604428795,0.9712041884816754,0.9926438296003512,0.5818153065304423,0.7209302325581395,0.7662337662337664
25,0.31188822588371357,0.9842931937172775,0.9938241106719368,0.577813865140427,0.6976744186046512,0.7705627705627704
