candidate,n_folds,acc_mean,acc_std,auc_mean,auc_std,acc_min,acc_max,auc_min,auc_max
hidden_channels_128,10,0.6721872816212439,0.07340553766262944,0.7568078958078958,0.09086360236718499,0.5660377358490566,0.7735849056603774,0.6114285714285714,0.8791208791208791
template_k_10,10,0.6741090146750524,0.07585000109506711,0.7461430606430606,0.07685950121047366,0.5471698113207547,0.7735849056603774,0.6157142857142858,0.8365384615384616
