epoch,train_loss,train_acc,train_auc,monitor_loss,monitor_acc,monitor_auc
1,0.6784654320672501,0.5883720930232558,0.6162344836550334,0.6391460299491882,0.7083333333333334,0.72
2,0.6437484372493832,0.6465116279069767,0.7093000584909338,0.6292659044265747,0.7083333333333334,0.7234782608695652
3,0.6159273799075636,0.7255813953488373,0.7996143931024025,0.626757284005483,0.6875,0.7495652173913043
4,0.5958193751268609,0.7790697674418605,0.8509564350858949,0.6204211711883545,0.6875,0.7565217391304347
5,0.5704754452372707,0.7651162790697674,0.8773856718875241,0.6097720464070638,0.6875,0.7565217391304349
6,0.5399400325708611,0.8255813953488372,0.9066528021490002,0.6057241161664327,0.6666666666666666,0.7669565217391305
7,0.5137745944566505,0.8604651162790697,0.9380862632958558,0.5959435304005941,0.6666666666666666,0.768695652173913
8,0.49956726223923437,0.8302325581395349,0.932692099391261,0.6099403301874796,0.625,0.7652173913043478
9,0.4789339660212051,0.8558139534883721,0.937869630207318,0.5854143897692362,0.6458333333333334,0.7547826086956522
10,0.4381902845792992,0.9046511627906977,0.9689131517948051,0.580084502696991,0.7291666666666666,0.7739130434782608
11,0.4104836595612903,0.9348837209302325,0.9811745846060527,0.5817344586054484,0.6666666666666666,0.76
12,0.3898783351099768,0.9302325581395349,0.9805463486492927,0.5679302414258321,0.6458333333333334,0.7565217391304347
13,0.3605881247409554,0.9604651162790697,0.9883668031455124,0.5749889016151428,0.7083333333333334,0.7460869565217392
14,0.342769461731578,0.958139534883721,0.988518446307489,0.5600194136301676,0.625,0.7860869565217391
15,0.3216375691946163,0.9627906976744186,0.9910530534433828,0.5588181813557943,0.6666666666666666,0.7669565217391303
16,0.29214219797489255,0.9767441860465116,0.9936093238881307,0.5484988292058309,0.6875,0.7721739130434783
17,0.2742738572664039,0.9790697674418605,0.9938692835943762,0.559965600570043,0.6458333333333334,0.782608695652174
18,0.2612745630879735,0.9720930232558139,0.9936526505058383,0.5527782638867696,0.6875,0.7773913043478261
19,0.238320417459621,0.9906976744186047,0.9950174389636273,0.5477094848950704,0.6875,0.7756521739130435
20,0.2206428401691969,0.9906976744186047,0.9954507051407031,0.5422077576319376,0.7291666666666666,0.7791304347826087
21,0.20477180328480032,0.9976744186046511,0.9951690821256038,0.5436372558275858,0.7083333333333334,0.7808695652173914
22,0.19133879091850547,0.9906976744186047,0.9951474188167502,0.5440282424290975,0.6458333333333334,0.8104347826086956
23,0.18173369494981545,0.9976744186046511,0.9959272979354866,0.5533668796221415,0.6666666666666666,0.7791304347826087
24,0.16555193621058797,0.9953488372093023,0.9952340720521652,0.5314834515253702,0.7083333333333334,0.7913043478260869
25,0.14967358133127523,0.9976744186046511,0.9962305842594398,0.5462179581324259,0.6666666666666666,0.7704347826086957
26,0.1478432491075161,0.9976744186046511,0.9962305842594398,0.5317265590031942,0.7083333333333334,0.7930434782608696
27,0.13145909600479658,0.9976744186046511,0.9968588202161998,0.5627017716566721,0.6875,0.7965217391304348
28,0.1253754297314688,0.9976744186046511,0.9967288403630771,0.5445545117060343,0.6875,0.7947826086956521
29,0.1208865693835325,0.9976744186046511,0.9986568748510647,0.5438167254130045,0.6875,0.7739130434782608
30,0.1073054023260294,0.9976744186046511,0.998093628820866,0.5336891810099283,0.7291666666666666,0.8
31,0.10317502146543459,0.9976744186046511,0.9967721669807846,0.5383786956469218,0.7083333333333334,0.7913043478260869
32,0.09504823767861655,0.9976744186046511,0.9997400402937544,0.5468424757321676,0.6875,0.7791304347826087
33,0.0904695455071538,0.9976744186046511,0.999263447498971,0.5422663688659668,0.6875,0.8017391304347826
34,0.08413277918169665,0.9976744186046511,0.9987651913953337,0.5765580137570699,0.6875,0.7773913043478261
35,0.07967064183118731,0.9976744186046511,0.9995017438963627,0.5586209098498026,0.6875,0.7808695652173913
36,0.07428839435411054,0.9976744186046511,1.0,0.5499499638875326,0.6875,0.7860869565217391
37,0.06846889139607895,0.9976744186046511,0.9999783366911462,0.5487965742746989,0.7083333333333334,0.7930434782608695
38,0.06452910331792609,0.9976744186046511,1.0,0.5485741297403971,0.7083333333333334,0.7982608695652174
39,0.06079430902420088,1.0,1.0,0.620307981967926,0.6666666666666666,0.7895652173913044
40,0.06112156281637591,0.9976744186046511,1.0,0.5661782423655192,0.6875,0.7947826086956521
41,0.05388749389107837,0.9976744186046511,1.0,0.5696277618408203,0.6875,0.7791304347826087
42,0.053115103255177654,0.9976744186046511,1.0,0.5694938898086548,0.6666666666666666,0.7808695652173913
43,0.0499735125102276,0.9976744186046511,1.0,0.572798490524292,0.7083333333333334,0.7895652173913044
44,0.046879510529512586,1.0,1.0,0.56643013159434,0.6875,0.7808695652173914
